024445	AAUscf1	4876	4917	+	0	42	0
024405	AAUscf1	5044	6128	+	655	552	1.1865942028986
029867	AAUscf1	14795	22495	-	4695	783	5.9961685823755
000001	AAUscf1	37728	57283	-	2923	1185	2.4666666666667
024406	AAUscf1	57285	61910	+	3246	1056	3.0738636363636
024425	AAUscf1	74478	80840	-	2795	921	3.0347448425624
029868	AAUscf1	83531	95092	-	3625	861	4.2102206736353
029869	AAUscf1	98470	107278	-	7992	1773	4.507614213198
024407	AAUscf1	108888	113323	+	3067	1071	2.8636788048553
024426	AAUscf1	115365	124344	-	10687	2418	4.4197684036394
024408	AAUscf1	128758	183808	+	17523	5094	3.4399293286219
024427	AAUscf1	193231	228981	-	5711	2043	2.7953989231522
024409	AAUscf1	253430	276698	+	11141	3381	3.2951789411417
024428	AAUscf1	282188	286589	-	1875	762	2.4606299212598
024410	AAUscf1	289271	289654	+	1301	291	4.4707903780069
024411	AAUscf1	292589	300225	+	7920	2238	3.5388739946381
024442	AAUscf1	310668	311102	-	0	435	0
024412	AAUscf1	329388	330165	+	8	489	0.016359918200409
024429	AAUscf1	329973	330598	-	0	480	0
024413	AAUscf1	332093	337468	+	2168	486	4.4609053497942
024443	AAUscf1	339709	340630	+	2485	405	6.1358024691358
024414	AAUscf1	341327	343774	+	3489	1239	2.81598062954
024430	AAUscf1	344210	361684	-	12734	3729	3.4148565299008
024415	AAUscf1	364648	365843	+	1724	483	3.5693581780538
024431	AAUscf1	367399	370465	-	4841	1635	2.9608562691131
024432	AAUscf1	371584	377639	-	3570	1110	3.2162162162162
024416	AAUscf1	378480	383304	+	4010	1458	2.7503429355281
024444	AAUscf1	391580	392850	-	713	345	2.0666666666667
024417	AAUscf1	406183	429940	+	3632	1056	3.4393939393939
024433	AAUscf1	434052	451300	-	7427	2328	3.1902920962199
024418	AAUscf1	452338	460943	+	6770	1806	3.7486157253599
029870	AAUscf1	461846	469184	-	6744	1767	3.8166383701188
029871	AAUscf1	473344	547517	-	9731	2454	3.9653626731866
024434	AAUscf1	560685	565135	-	2853	1269	2.2482269503546
024419	AAUscf1	570703	581065	+	5682	1875	3.0304
024420	AAUscf1	590489	599524	+	7937	1848	4.2949134199134
024435	AAUscf1	598079	603413	-	6462	1998	3.2342342342342
024421	AAUscf1	617947	625932	+	11602	3243	3.5775516497071
024436	AAUscf1	627325	632774	-	9073	2310	3.9277056277056
024437	AAUscf1	647324	662196	-	6214	2274	2.7326297273527
024438	AAUscf1	694919	706056	-	6520	1896	3.4388185654008
024422	AAUscf1	707549	728184	+	4017	1041	3.8587896253602
024423	AAUscf1	734017	741638	+	1704	648	2.6296296296296
024439	AAUscf1	741712	756371	-	5300	1491	3.5546613011402
024440	AAUscf1	774557	811511	-	2201	615	3.5788617886179
024441	AAUscf1	811515	814635	-	6325	1551	4.0780141843972
024424	AAUscf1	820928	826975	+	4671	1704	2.7411971830986
024452	AAUscf1	829779	877675	-	28361	9111	3.1128306442761
024455	AAUscf1	1113249	1152474	-	32262	999	32.294294294294
024446	AAUscf1	1280323	1304681	+	10678	3333	3.2037203720372
024456	AAUscf1	1320282	1320642	+	147	360	0.40833333333333
024447	AAUscf1	1337701	1371396	+	2610	1068	2.4438202247191
024457	AAUscf1	1375481	1375813	+	1325	333	3.978978978979
024448	AAUscf1	1417356	1705878	+	13878	4824	2.8768656716418
024449	AAUscf1	1711473	1753041	+	5398	1653	3.2655777374471
024453	AAUscf1	1752173	1755271	-	3047	1140	2.6728070175439
024450	AAUscf1	1759300	1780493	+	8190	2559	3.200468933177
024454	AAUscf1	1780209	1784341	-	1376	306	4.4967320261438
024451	AAUscf1	1787438	1808375	+	11858	4653	2.548463356974
024479	AAUscf1	1816317	1850654	-	2738	753	3.6361221779548
024458	AAUscf1	1816404	1816652	+	872	249	3.5020080321285
024459	AAUscf1	1851468	1862281	+	4266	1335	3.1955056179775
024480	AAUscf1	1860293	1863162	-	1904	651	2.9247311827957
024460	AAUscf1	1869062	1882844	+	27858	8697	3.2031735081062
