Control file: .bsrep37.control.txt

List of free parameters:   neu_theta_1   neu_e_1   sel_theta_1   sel_gamma_1   sel_e_1   sel_theta_2   sel_gamma_2   sel_e_2   sel_theta_3   sel_gamma_3   sel_e_3   r_2   r_3   r_4   r_5   r_6   r_7   r_8   r_9   r_10   r_11   r_12   r_13   r_14   r_15   r_16   r_17   r_18   r_19   r_20   r_21   r_22   r_23   r_24   r_25   r_26   r_27   r_28   r_29   r_30   r_31   r_32   r_33   r_34   r_35   r_36   r_37   r_38   r_39   r_40   r_41   r_42   r_43   r_44   r_45   r_46   r_47   r_48   r_49

seed = 333370

run	imp	exit_code	neu_theta_1	neu_gamma_1	neu_e_1	sel_theta_1	sel_gamma_1	sel_e_1	sel_theta_2	sel_gamma_2	sel_e_2	sel_theta_3	sel_gamma_3	sel_e_3	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	lnL
3	24	3	0.000453405341084379	0	0.0464733469400975	0.000987834190969461	-151.197395032545	4.99279877895109e-06	0.000133966548381973	-3.04700160404249	6.83541274062382e-05	3.60767314961141e-05	3.25210364076344	0.116610716858593	0.252157995366106	1.60200641698929	3.88383397258509	5.07744714815406	8.04570137420795	5.87818263374763	5.94050449070414	10.5060940432322	6.77773635227892	6.51886629135075	10.7393077025515	6.90002952525277	10.355614454736	7.29783545368155	7.36187534137665	12.1854120875265	6.99507012698847	7.50198126320769	11.735634787599	8.19910888673618	8.43994559021871	11.3616045852489	8.30309253691522	12.7946906262684	9.21145274958535	9.16758811992724	14.53717417563	10.1285900984048	8.88401893900122	14.9808770384984	9.64553302030189	9.16631793935546	14.8432160380131	10.2602053554167	9.59478153808151	15.4715010725361	9.12502162164648	14.7904503731339	10.0178075931248	9.01289467751808	14.9106436340681	8.94072034232435	7.65422507039117	13.1228211740026	8.13394703081058	7.58907260247163	11.8309124150449	1.61327052753494	607387.572353345
7	43	3	0.000453015246862061	0	0.0521558126082745	0.000136539814829287	-3.09507972588901	1.21623983994401e-05	3.51454618582491e-05	3.48015654768618	0.140894528046282	0.0013825527062788	-231.301191305849	2.15037098261428e-06	0.260720198247777	1.64345921804861	3.92304176288407	5.08889635581015	8.07124422097345	5.88741338698755	5.93477344854469	10.5490643566613	6.79155812285088	6.51205738153331	10.7905802862261	6.89075440797205	10.4100307466134	7.31287737818864	7.34341064709402	12.2636305196219	7.01539530616114	7.48318545554737	11.8109842311715	8.21682652406429	8.42505256065684	11.42048545867	8.32119272334296	12.8306163133494	9.23914703935003	9.15843629987959	14.6246040314184	10.1614315614607	8.83559241615498	15.0648092482649	9.65676629114532	9.07084081245474	14.9051610358229	10.2490297275299	9.4870569829179	15.5021326963928	8.95875091219935	14.775807412947	9.9221299920972	8.74695783432978	14.835654147729	8.77124793210854	7.30255223781024	12.9161453648772	7.87669935259856	7.44947943572025	11.8617820569125	1.32428242537419	607387.020150532
8	33	3	0.000469956857453559	0	0.0689101495175645	3.12838061200037e-05	4.31433591053955	0.193600724025976	0.00014382399273692	-2.85858269811702	0.00791871967880676	0.00138166196393977	-232.548444629102	1.6953451030195e-05	0.243979660991541	1.60880609649312	3.84759476851656	4.97049218702681	7.92038817605554	5.75401626059655	5.75882259847352	10.3261906114099	6.61064512249807	6.28890913799005	10.5323810394098	6.63003853753708	10.1420566232526	7.07198359948638	7.04160882910726	11.9508121656173	6.76213331547754	7.13586847452811	11.4885194991212	7.91805575875989	8.0273117445362	11.0782603612918	8.01270558974685	12.3697928366578	8.91724826215148	8.74365852938742	14.2120755414868	9.79141805595632	8.35406680260271	14.6281637399038	9.28241319093025	8.4744924808405	14.4143167667793	9.78710500753204	8.83580025695971	14.908202405401	8.18066251755291	14.1281583246379	9.25901151695822	7.69840417848588	14.0036184859053	7.94523275104796	6.08943536269482	11.8099064806549	6.87215239766945	6.79087368175971	11.4414479727088	0.366956975119264	607386.639026232
10	21	3	0.000458589358304219	0	0.0643095672511925	0.00162231972337471	-282.022679134102	4.905421888457e-06	3.9705425139463e-05	3.18129334906047	0.16100889522641	0.000135697309005019	-3.33533126192778	5.24573335858647e-05	0.257882063795604	1.64627388363052	3.91323689642755	5.06584318036282	8.06307976631978	5.87374912202779	5.90017691758742	10.550910729487	6.77671628390443	6.46803487165241	10.7936237662718	6.83405040025189	10.4049757570439	7.27269571280265	7.25991350191989	12.2533594537927	6.95499995612332	7.36468218742266	11.7775417914744	8.13285387858677	8.26238235518299	11.3500905172181	8.21505002390891	12.6758814131954	9.13049466947188	8.96769042278652	14.5153926079629	10.0147921545476	8.57281563949406	14.9240426108405	9.48479101628295	8.70560882259705	14.7116512382803	10.0104655947544	9.08276070016856	15.2333192499259	8.45512169075533	14.4686965581905	9.54255604666387	8.05947269263317	14.4286830960403	8.2806126023764	6.48886755433708	12.3258103233585	7.29540175671121	7.12092864407788	11.8248250581368	0.705638848969487	607386.486478994
1	20	3	0.000465526518197854	0	0.0764176215583446	0.00013551582923134	-3.54344421998904	0.000258846645237292	4.38482056522768e-05	2.95383425037602	0.179413056977583	0.00187810467389257	-336.855483271169	1.85704030082068e-05	0.25339670974725	1.63932206953465	3.8957072390163	5.02998527080165	8.03645889292345	5.84725294720068	5.85111004034908	10.5249487660747	6.74099507916632	6.40417326614991	10.7688849079627	6.75062196516242	10.3724743997322	7.2182456516687	7.15503973086216	12.2136787195876	6.88252340139673	7.21850353553249	11.7121192848378	8.02677941129378	8.08184653160874	11.2446155341166	8.09201068220904	12.4825808589663	8.99298089569309	8.75552387315017	14.3596073182301	9.83871517002313	8.28298139818582	14.7384227155866	9.28185199179941	8.31574168138622	14.4705386184905	9.73748461894257	8.64953590147458	14.9298151606415	7.9213115813756	14.1197491102969	9.13042548465213	7.3395221209202	13.9789481285171	7.76667351513884	5.65067672758692	11.7066354228463	6.68488026829621	6.78821611164263	11.7717102435022	0.0572040676675286	607385.833958679
2	22	3	0.000463998606541526	0	0.0678376508434864	0.00241615237466313	-446.121351848902	0	3.63256615236289e-05	3.71118057880818	0.189181729380406	0.000140732168184672	-3.20559223492668	6.48062856750453e-06	0.25940916693717	1.64426028459146	3.88121326324464	5.00629126636731	7.98607382145565	5.80777993053284	5.81602581727114	10.4465604298259	6.69310686090537	6.36934096445376	10.6883737793748	6.72134167930292	10.3041754575507	7.18084022193082	7.14347372162035	12.1489122774534	6.86933859555234	7.23339105437052	11.6760482802401	8.03575751926633	8.1355793029003	11.2496742144702	8.12736941466126	12.5435883370835	9.04235789254409	8.8540646326412	14.4100498075051	9.9189447939296	8.44237744375924	14.8219290616895	9.38499273387176	8.54353007376805	14.5921227704884	9.89366180150903	8.90835881412077	15.0865892075868	8.25590858419268	14.2995548377839	9.36836469843253	7.79637852624067	14.1995702565839	8.06857303681862	6.19209970646593	12.0294999561637	7.03875986947295	6.92773786372927	11.649920673527	0.486274686971209	607384.942544123
9	43	3	0.000468422498791002	0	0.0769208575574582	0.00477473280238285	-929.123855322383	5.31736549933104e-06	0.000142297629726216	-3.22760893853549	2.22068549639731e-05	3.62528339103592e-05	3.93686763529633	0.219453084909168	0.2593278692156	1.64818363246932	3.87941854681746	4.98961323430188	7.99056505271285	5.79871113194813	5.78178866167029	10.4547023306428	6.67539987867121	6.31735700667049	10.6886807788102	6.65857547050861	10.2958901133566	7.144528088413	7.06184547568273	12.1423783658828	6.8278365624278	7.1306586473894	11.6545521387822	7.96568962323896	8.00090653427898	11.2020224478327	8.05200082670379	12.4358641695932	8.96480835440343	8.71482266226142	14.3591653339612	9.82684225591214	8.2477927440655	14.7468936595555	9.27401468137995	8.27378145677981	14.4786169437439	9.73075015132099	8.60782226950018	14.9162669043237	7.87459885560791	14.0905077005852	9.08133761788551	7.26298409731078	13.8924603618672	7.68597607638961	5.55832467566674	11.5575013439459	6.56268053382011	6.64600326477965	11.5808029054631	0.0260226687801864	607382.962124009
5	19	3	0.000466164535727743	0	0.0721196411025173	6.81705739781926e-06	32.8968927867278	0.499999998854593	0.00143533217306488	-223.239881871123	1.23710228061569e-06	0.000148235948007874	-1.31653166652004	0.0380623046464596	0.20377522066549	1.65758420632007	4.00421940574023	5.11601097396404	8.19200551555022	5.88469996331494	5.81906379515291	10.4801067890984	6.65740431654288	6.28623463992938	10.5484411710973	6.59240554622301	10.0883239543028	7.01643869498349	6.96701389780327	11.808091738962	6.67856965539744	7.04743643092724	11.3240395001102	7.81623860953508	7.93317808799969	10.9439140621315	7.92844548461945	12.2628943127597	8.8586973862747	8.71203011280866	14.1859535430806	9.80591296834161	8.40005144727902	14.7603759143835	9.39876539857745	8.60017955751587	14.7298730961353	10.0271729164248	9.04244637577936	15.4452938656454	8.39204642226684	14.7415855482111	9.60819313701033	7.82715961907811	14.6677404357195	8.14300537089535	5.83023541296059	12.0238164448734	6.71843392195023	6.70910430401753	11.3407536301039	0.0202286134543919	607376.12714472
4	18	3	0.000461563474013846	0	0.0671529670633386	0.00012953432941206	-0.568769912429175	1.03086021242493e-05	0.000664272505298188	-74.6779269581429	8.06198758485088e-07	2.10278116627138e-05	-3.61049741878475	0.499992942741813	0.245293050363861	1.54627841407709	3.89609010287764	5.21731002365488	8.26403393016086	6.03206556619986	6.09262739951821	10.6050198289861	6.81685950377479	6.55359013692373	10.6168831624229	6.85348997703571	10.1104847630426	7.1274719918584	7.21205068633784	11.7324266859246	6.74388223522534	7.27488182046913	11.2152587569252	7.86584149053517	8.13017313491274	10.8234265937996	7.9231738266652	12.2078283755711	8.78812253418158	8.76617735467758	13.8472586455146	9.67641736725616	8.52352314154685	14.3679043415609	9.30110505767895	8.82301037109014	14.3384041020856	9.93105545867176	9.27529032676454	15.13591557468	8.67699816822204	14.5224224067174	9.69734504854963	8.26905038302447	14.7016395683992	8.40310587828823	6.34890002633763	12.5875798210712	7.410633060052	7.50457408296247	12.8707207951777	0.0219853823361397	607355.809680886
6	21	3	0.000203653516396731	0	3.86182067888541e-07	2.63765572811426e-05	-8.84236555010504	0.120717948066728	5.92542953259389e-05	-0.74638490092186	9.06381432606018e-07	0.00234669828664152	-308.120075298857	4.62787956523325e-07	0.530027477641169	3.46224059635769	8.3360269627916	10.9691613480791	17.2037402240531	12.6573703384535	12.9817964067996	22.4332236767177	14.685896355631	14.3510131055777	23.0540126549979	15.2760228033178	22.2928837825142	15.9154079305303	16.3581009825563	26.1536125621797	15.3417893800474	16.8693300306424	25.3097286881878	18.0799806297097	19.0914139713169	24.7615629168078	18.4459243643164	28.4264678698497	20.4627053100437	20.9175842707875	32.025752609538	22.822388215182	20.9475503632958	33.4745355277078	22.1571966658909	22.4133442405133	34.0140600319476	24.2779831898579	23.9208840713741	36.3982881477711	23.7879795960648	35.6498314319628	25.3676463168741	49.9999974152504	37.3693546721994	23.9183665867688	22.4216685618873	34.660728299177	22.7464331712288	19.9107348029775	29.8666315237521	7.96171838415049	606672.239003798
