OrthoID	GeneSymbol	GeneName	NOR	CTO	PLP	AAU	AvgRPKM	SdRPKM	SdOverAvg
Group_0_0	loc107388826		0.643293899884401	16.9073098741675	1.31268873707393	0.7332288057599	4.89913032922142	6.93768366412734	1.4161051447737
Group_0_10-Group_0_172	si:dkey-14k9.3	si:dkey-14k9.3 [Source:ZFIN%3BAcc:ZDB-GENE-030131-2893]	9.90123481274931	18.2976271089462	2.54001198549325	0.239363726267425	7.74455940836404	7.06105096278916	0.911743404687851
Group_0_100	zbtb7a	zinc finger and BTB domain containing 7A%2C transcript variant X1	0	0.588308785997258	0.414109540255588	0.31841614571811	0.330208617992739	0.213794209041978	0.647451936117182
Group_0_101	zbtb7b	zinc finger and BTB domain containing 7B [Source:ZFIN%3BAcc:ZDB-GENE-040426-1134]	0	0	16.9221645171577	0.380768018154897	4.32573313382816	7.27421417833237	1.68161418036782
Group_0_104	loc107390136		2.18521989376116	34.8151837234766	9.09428596240312	6.35235872613002	13.1117620764427	12.7696660414237	0.97390922493677
Group_0_105	prdm4	PR domain 4%2C transcript variant X1	0.743272072707879	9.48782850628376	14.3031255680384	0.291414456561215	6.20641015089782	5.94048732627668	0.957153520609226
Group_0_106	loc107394974		0.153888724912758	19.6696132825887	15.0405894153732	2.70774302204495	9.39295861122991	8.17859836360123	0.870715894970853
Group_0_107	prdm1	PR/SET domain 1 [Source:HGNC Symbol%3BAcc:HGNC:9346]	9.82770851691529	22.0264144209349	21.8226139333029	1.65355332494681	13.832572549025	8.5928349675833	0.621202956798444
Group_0_108	prdm1a	PR domain containing 1a%2C with ZNF domain [Source:ZFIN%3BAcc:ZDB-GENE-030131-2193]	0.447267229717197	3.63541051251416	6.23535790767943	0.42754468392197	2.68639508345819	2.42960213230347	0.904409834303246
Group_0_109	znf410	zinc finger protein 410 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1817]	66.8248047868928	17.7995072490959	36.2271152640621	18.9060833115777	34.9393776529071	19.8064409761512	0.566880188104987
Group_0_11	wu:fe05a04	wu:fe05a04 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4873]	1.65308421358013	3.21395251349808	2.79803743415938	0.53267546896735	2.04943740755124	1.04572463685761	0.510249609480435
Group_0_110	loc107378318		15.4556869236609	363.537061774859	18.2296378286141	8.1445686569627	101.341738796024	151.423359449049	1.49418552758234
